,Property_Name,Property_Type,Area_in_Sft,Price,Page_No.,bhk,Posted_On
1952,Asgard Apartments(Near Hitex Kaman),2 BHK Residential Apartment in Kothaguda,"1,150 sq.ft. (107 sq.m.) Carpet Area","₹ 92 Lac₹ 8,000/sq.ft.",79,2 BHK2 Baths,"Posted on 15th Jul, 2021 by Owner"
1953,,Residential land / Plot in gandiguda,"2,160 sq.ft. (201 sq.m.) Plot Area","₹ 45 Lac₹ 2,083/sq.ft.",79,,"Posted on 15th Jul, 2021 by Owner"
1954,Sunrise towers,"3 BHK Residential Apartment in NCB Enclave, Kondapur, Gachibowli","1,495 sq.ft. (139 sq.m.) Carpet Area","₹ 92 Lac₹ 6,153/sq.ft.",79,3 BHK2 Baths,"Posted on 15th Jul, 2021 by Owner"
1955,Aadhithya construction,3 BHK Residential Apartment in Nacharam,"1,777 sq.ft. (165 sq.m.) Carpet Area","₹ 1.55 Cr₹ 8,722/sq.ft.",79,3 BHK3 Baths,"Posted on 15th Jul, 2021 by Owner"
1956,Star Homes Daffodil Block,4 BHK Residential Apartment in Balanagar,"2,110 sq.ft. (196 sq.m.) Super built-up Area","₹ 1.95 Cr₹ 9,241/sq.ft.",79,4 BHK3 Baths,"Posted on 15th Jul, 2021 by Owner"
1957,,Residential land / Plot in Indrakaran,"1,494 sq.ft. (139 sq.m.) Plot Area","₹ 33 Lac₹ 2,209/sq.ft.",79,,"Posted on 15th Jul, 2021 by Owner"
1958,,4 Bedroom Independent House in Balapur,"3,590 sq.ft. (334 sq.m.) Built-up Area","₹ 3.5 Cr₹ 9,749/sq.ft.",79,4 BHK3 Baths,"Posted on 15th Jul, 2021 by Owner"
1959,Meenakshi Sky Lounge,4 BHK Residential Apartment in Shilpa Hills,"3,645 sq.ft. (339 sq.m.) Built-up Area","₹ 3.9 Cr₹ 10,699/sq.ft.",79,4 BHK5 Baths,"Posted on 15th Jul, 2021 by Owner"
1960,,Residential land / Plot in Vikarabad,"5,400 sq.ft. (502 sq.m.) Plot Area",₹ 35 Lac₹ 648/sq.ft.,79,,"Posted on 15th Jul, 2021 by Owner"
1961,"Krushi defence Colony,Patancheru",1 BHK Residential Apartment in Gmr Convention Centre,625 sq.ft. (58 sq.m.) Super built-up Area,"₹ 29 Lac₹ 4,960/sq.ft.",79,1 BHK1 Bath,"Posted on 15th Jul, 2021 by Owner"
1962,Old Hafeezpet,Residential land / Plot in Miyapur old hafeezpet,"2,430 sq.ft. (226 sq.m.) Plot Area","₹ 1.5 Cr₹ 6,173/sq.ft.",79,,"Posted on 15th Jul, 2021 by Owner"
1963,,2 BHK Independent Builder Floor in Old Bowenpally,841 sq.ft. (78 sq.m.) Built-up Area,"₹ 40 Lac₹ 4,756/sq.ft.",79,2 BHK2 Baths,"Posted on 14th Jul, 2021 by Owner"
1964,,4 BHK Independent Builder Floor in Krishna Reddy Pet,"2,560 sq.ft. (238 sq.m.) Carpet Area","₹ 1.2 Cr₹ 4,687/sq.ft.",79,4 BHK4 Baths,"Posted on 14th Jul, 2021 by Owner"
1965,Park Avenue,3 BHK Residential Apartment in Khaja Guda,"1,510 sq.ft. (140 sq.m.) Built-up Area","₹ 90 Lac₹ 5,960/sq.ft.",79,3 BHK3 Baths,"Posted on 14th Jul, 2021 by Owner"
1966,,Residential land / Plot in Shivarampally,"12,000 sq.ft. (1115 sq.m.) Plot Area",₹ 80 Lac₹ 666/sq.ft.,79,,"Posted on 14th Jul, 2021 by Owner"
1967,,Residential land / Plot in Kadthal,"2,079 sq.ft. (193 sq.m.) Plot Area","₹ 20.79 Lac₹ 1,000/sq.ft.",79,,"Posted on 14th Jul, 2021 by Owner"
1968,Shathabdi Silver spring Grand,Residential land / Plot in Keshampeth,"3,157 sq.ft. (293 sq.m.) Plot Area",₹ 13.25 Lac₹ 420/sq.ft.,79,,"Posted on 14th Jul, 2021 by Owner"
1969,,11 Bedroom Independent House in Chaderghat,"2,430 sq.ft. (226 sq.m.) Plot Area","₹ 2.7 Cr₹ 11,111/sq.ft.",79,11 BHK3 Baths,"Posted on 14th Jul, 2021 by Owner"
1970,,Residential land / Plot in Mohan Nagar,"5,850 sq.ft. (543 sq.m.) Plot Area","₹ 5.85 Cr₹ 10,000/sq.ft.",79,,"Posted on 14th Jul, 2021 by Owner"
1971,RVs Silpa Hilltop,3 BHK Residential Apartment in P Janardhan Reddy Nagar,"2,500 sq.ft. (232 sq.m.) Super built-up Area","₹ 2.1 Cr₹ 8,400/sq.ft.",79,3 BHK3 Baths,"Posted on 14th Jul, 2021 by Owner"
1972,,Residential property in Moinabad,"136,342 sq.ft. (12667 sq.m.) Plot Area",₹ 12 Cr₹ 880/sq.ft.,79,,"Posted on 14th Jul, 2021 by Owner"
1973,Peram Aditya Lahari,Residential land / Plot in Kothur,"2,196 sq.ft. (204 sq.m.) Plot Area","₹ 41.5 Lac₹ 1,890/sq.ft.",79,,"Posted on 14th Jul, 2021 by Owner"
1974,,3 Bedroom Independent House in Langer House,"3,870 sq.ft. (360 sq.m.) Plot Area","₹ 2.6 Cr₹ 6,718/sq.ft.",79,3 BHK3 Baths,"Posted on 14th Jul, 2021 by Owner"
1975,,Residential land / Plot in Bhongir,"1,620 sq.ft. (151 sq.m.) Plot Area","₹ 24 Lac₹ 1,839/sq.ft.",80,,"Posted on 14th Jul, 2021 by Owner"
1976,,4 Bedroom Independent House in Kandlakoya,"3,600 sq.ft. (334 sq.m.) Plot Area","₹ 2.5 Cr₹ 6,944/sq.ft.",80,4 BHK4 Baths,"Posted on 14th Jul, 2021 by Owner"
1977,,2 BHK Independent Builder Floor in Ali Nagar,900 sq.ft. (84 sq.m.) Carpet Area,"₹ 70 Lac₹ 7,777/sq.ft.",80,2 BHK2 Baths,"Posted on 14th Jul, 2021 by Owner"
1978,virinchi Atlantika,3 BHK Residential Apartment in Kavuri Hills,"1,400 sq.ft. (130 sq.m.) Super built-up Area","₹ 1 Cr₹ 7,142/sq.ft.",80,3 BHK3 Baths,"Posted on 14th Jul, 2021 by Owner"
1979,natures nest,3 Bedroom Independent House in Pati,"2,070 sq.ft. (192 sq.m.) Plot Area","₹ 2.44 Cr₹ 11,787/sq.ft.",80,3 BHK3 Baths,"Posted on 14th Jul, 2021 by Owner"
1980,,10 Bedroom Independent House in Santosh Nagar,"4,709 sq.ft. (437 sq.m.) Plot Area","₹ 7.5 Cr₹ 15,925/sq.ft.",80,10 BHK8 Baths,"Posted on 14th Jul, 2021 by Owner"
1981,,6 Bedroom Independent House in Talab Katta,"1,350 sq.ft. (125 sq.m.) Plot Area","₹ 1.35 Cr₹ 10,000/sq.ft.",80,6 BHK10 Baths,"Posted on 14th Jul, 2021 by Owner"
1982,,Residential land / Plot in Fateh Nagar,"1,638 sq.ft. (152 sq.m.) Plot Area","₹ 1.7 Cr₹ 10,378/sq.ft.",80,,"Posted on 14th Jul, 2021 by Owner"
1983,,6 Bedroom Independent House in YousufGuda,"1,044 sq.ft. (97 sq.m.) Plot Area","₹ 2 Cr₹ 19,157/sq.ft.",80,6 BHK7 Baths,"Posted on 14th Jul, 2021 by Owner"
1984,Subhagruha Sukrithi Royal,Residential land / Plot in Kandukur,200 sq.ft. (19 sq.m.) Plot Area,"₹ 31 Lac₹ 15,500/sq.ft.",80,,"Posted on 14th Jul, 2021 by Owner"
1985,Sai Ramachadra Arcade,2 BHK Residential Apartment in Srinivasa Nagar,"1,200 sq.ft. (111 sq.m.) Carpet Area","₹ 48 Lac₹ 4,000/sq.ft.",80,2 BHK2 Baths,"Posted on 14th Jul, 2021 by Owner"
1986,"Pavan Kuteer, Kondapur","3 BHK Residential Apartment in Near Chirec Public School, Lane Opp. ICICI Bank & IndudInd Bank","1,705 sq.ft. (158 sq.m.) Carpet Area","₹ 1.1 Cr₹ 6,451/sq.ft.",80,3 BHK3 Baths,"Posted on 14th Jul, 2021 by Owner"
1987,Habeeb Fathima Nagar,1 BHK Independent Builder Floor in Borabanda,315 sq.ft. (29 sq.m.) Carpet Area,"₹ 45 Lac₹ 14,285/sq.ft.",80,1 BHK2 Baths,"Posted on 14th Jul, 2021 by Owner"
1988,,Residential land / Plot in Ramoji Film city,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 49 Lac₹ 2,722/sq.ft.",80,,"Posted on 13th Jul, 2021 by Owner"
1989,BBG Kshetravanam,Residential land / Plot in Yadagirigutta,"1,350 sq.ft. (125 sq.m.) Plot Area",₹ 8.99 Lac₹ 666/sq.ft.,80,,"Posted on 13th Jul, 2021 by Owner"
1990,,Residential land / Plot in Shad nagar,"1,611 sq.ft. (150 sq.m.) Plot Area",₹ 14 Lac₹ 869/sq.ft.,80,,"Posted on 13th Jul, 2021 by Owner"
1991,,Residential land / Plot in Shad nagar,"1,350 sq.ft. (125 sq.m.) Plot Area","₹ 15 Lac₹ 1,111/sq.ft.",80,,"Posted on 13th Jul, 2021 by Owner"
1992,Bhavyas Tulasi Vanam,2 BHK Residential Apartment in Navodaya Colony,"1,135 sq.ft. (105 sq.m.) Super built-up Area","₹ 83 Lac₹ 7,313/sq.ft.",80,2 BHK2 Baths,"Posted on 13th Jul, 2021 by Owner"
1993,Inivduival,Residential land / Plot in Azad Nagar,"1,512 sq.ft. (140 sq.m.) Plot Area","₹ 1.5 Cr₹ 9,921/sq.ft.",80,,"Posted on 13th Jul, 2021 by Owner"
1994,,6 Bedroom Independent House in Dammaiguda,"3,789 sq.ft. (352 sq.m.) Plot Area","₹ 3.5 Cr₹ 9,237/sq.ft.",80,6 BHK6 Baths,"Posted on 13th Jul, 2021 by Owner"
1995,,2 BHK Independent Builder Floor in Munganoor,901 sq.ft. (84 sq.m.) Built-up Area,"₹ 49 Lac₹ 5,438/sq.ft.",80,2 BHK2 Baths,"Posted on 13th Jul, 2021 by Owner"
1996,,5 Bedroom Independent House in Cherlapally,"4,000 sq.ft. (372 sq.m.) Plot Area","₹ 3 Cr₹ 7,500/sq.ft.",80,5 BHK4 Baths,"Posted on 13th Jul, 2021 by Owner"
1997,,4 Bedroom Independent House in Malkajgiri,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 2.2 Cr₹ 12,222/sq.ft.",80,4 BHK2 Baths,"Posted on 13th Jul, 2021 by Owner"
1998,,4 Bedroom Independent House in Shamshabad,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 1.8 Cr₹ 7,491/sq.ft.",80,4 BHK4 Baths,"Posted on 13th Jul, 2021 by Owner"
1999,,Residential land / Plot in Chowlapally Village,"1,125 sq.ft. (105 sq.m.) Plot Area",₹ 8.13 Lac₹ 722/sq.ft.,80,,"Posted on 13th Jul, 2021 by Owner"
2000,nul,8 Bedroom Independent House in Kings Colony,"1,300 sq.ft. (121 sq.m.) Plot Area","₹ 6.2 Cr₹ 47,692/sq.ft.",81,8 BHK4 Baths,"Posted on 13th Jul, 2021 by Owner"
2001,,Residential land / Plot in Kothur,"3,600 sq.ft. (334 sq.m.) Plot Area","₹ 75 Lac₹ 2,083/sq.ft.",81,,"Posted on 13th Jul, 2021 by Owner"
2002,,Residential land / Plot in Ibrahimpatnam,165 sq.ft. (15 sq.m.) Plot Area,"₹ 23 Lac₹ 13,939/sq.ft.",81,,"Posted on 12th Jul, 2021 by Owner"
2003,,4 BHK Independent Builder Floor in Saidabad,"1,900 sq.ft. (177 sq.m.) Carpet Area","₹ 1.45 Cr₹ 7,631/sq.ft.",81,4 BHK3 Baths,"Posted on 12th Jul, 2021 by Owner"
2004,,4 Bedroom Independent House in Ameenpur,156 sq.ft. (14 sq.m.) Plot Area,"₹ 1.28 Cr₹ 83,333/sq.ft.",81,4 BHK4 Baths,"Posted on 12th Jul, 2021 by Owner"
2005,Nul,5 Bedroom Independent House in Rasoolpura,264 sq.ft. (25 sq.m.) Plot Area,"₹ 2.15 Cr₹ 80,000/sq.ft.",81,5 BHK3 Baths,"Posted on 12th Jul, 2021 by Owner"
2006,Maruthi Apartments,2 BHK Residential Apartment in Murad Nagar,"1,014 sq.ft. (94 sq.m.) Built-up Area","₹ 50 Lac₹ 4,930/sq.ft.",81,2 BHK2 Baths,"Posted on 12th Jul, 2021 by Owner"
2007,Nul,3 BHK Independent Builder Floor in Begumpet,"2,542 sq.ft. (236 sq.m.) Super built-up Area","₹ 20.7 Cr₹ 81,431/sq.ft.",81,3 BHK3 Baths,"Posted on 12th Jul, 2021 by Owner"
2008,,26 Bedroom Independent House in Katedhan,"12,500 sq.ft. (1161 sq.m.) Plot Area","₹ 5 Cr₹ 4,000/sq.ft.",81,26 BHK26 Baths,"Posted on 12th Jul, 2021 by Owner"
2009,Yashoda Sannidhi,3 BHK Residential Apartment in Huda Complex,"1,337 sq.ft. (124 sq.m.) Super built-up Area","₹ 76 Lac₹ 5,684/sq.ft.",81,3 BHK2 Baths,"Posted on 12th Jul, 2021 by Owner"
2010,jyoti pearl apartments srinivasa nagar,3 BHK Residential Apartment in Dr A S Rao Nagar Colony,"1,872 sq.ft. (174 sq.m.) Built-up Area","₹ 94 Lac₹ 5,021/sq.ft.",81,3 BHK3 Baths,"Posted on 12th Jul, 2021 by Owner"
2011,GOAA Residency,2 BHK Residential Apartment in Miyapur X Road beside,"1,040 sq.ft. (97 sq.m.) Carpet Area","₹ 50 Lac₹ 4,807/sq.ft.",81,2 BHK2 Baths,"Posted on 12th Jul, 2021 by Owner"
2012,,Residential land / Plot in Kongara Kalan,"2,475 sq.ft. (230 sq.m.) Plot Area","₹ 55 Lac₹ 2,222/sq.ft.",81,,"Posted on 12th Jul, 2021 by Owner"
2013,,4 Bedroom Independent House in Sainathapuram,"1,089 sq.ft. (101 sq.m.) Plot Area","₹ 1.49 Cr₹ 13,682/sq.ft.",81,4 BHK4 Baths,"Posted on 12th Jul, 2021 by Owner"
2014,,Residential land / Plot in Orr Tukkuguda,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 1.12 Cr₹ 4,661/sq.ft.",81,,"Posted on 12th Jul, 2021 by Owner"
2015,"vasavi vihar , Sarojini Naidu nagar, madhapur","2 BHK Residential Apartment in Sarojini Naidu nagar, Madhapur","1,050 sq.ft. (98 sq.m.) Super built-up Area","₹ 68 Lac₹ 6,476/sq.ft.",81,2 BHK2 Baths,"Posted on 11th Jul, 2021 by Owner"
2016,,6 Bedroom Independent House in RN Reddy Colony,"4,600 sq.ft. (427 sq.m.) Built-up Area","₹ 3 Cr₹ 6,522/sq.ft.",81,6 BHK8 Baths,"Posted on 11th Jul, 2021 by Owner"
2017,Bhavya's Majestic,"3 BHK Residential Apartment in Madhava Nagar, Miyapur","1,470 sq.ft. (137 sq.m.) Built-up Area","₹ 75 Lac₹ 5,102/sq.ft.",81,3 BHK3 Baths,"Posted on 11th Jul, 2021 by Owner"
2018,sri lakshmi residency miyapur,2 BHK Residential Apartment in Friends Colony,"1,070 sq.ft. (99 sq.m.) Carpet Area","₹ 45 Lac₹ 4,205/sq.ft.",81,2 BHK2 Baths,"Posted on 11th Jul, 2021 by Owner"
2019,Sri Sai Residency Boduppal,2 BHK Residential Apartment in Budhanagar Boduppal,"1,125 sq.ft. (105 sq.m.) Carpet Area","₹ 48 Lac₹ 4,266/sq.ft.",81,2 BHK2 Baths,"Posted on 11th Jul, 2021 by Owner"
2020,Eesa Sadan  apartment,"2 BHK Residential Apartment in Ramakrishna Street , Vivekanananagar",823 sq.ft. (76 sq.m.) Built-up Area,"₹ 45 Lac₹ 5,467/sq.ft.",81,2 BHK2 Baths,"Posted on 11th Jul, 2021 by Owner"
2021,SAI TIRUMALA RESIDENCY,3 BHK Residential Apartment in NEREDMET X ROADS,"1,495 sq.ft. (139 sq.m.) Super built-up Area","₹ 79 Lac₹ 5,284/sq.ft.",81,3 BHK3 Baths,"Posted on 11th Jul, 2021 by Owner"
2022,Osman Plaza,2 BHK Residential Apartment in Humayunagar,"1,350 sq.ft. (125 sq.m.) Carpet Area","₹ 50 Lac₹ 3,703/sq.ft.",81,2 BHK2 Baths,"Posted on 11th Jul, 2021 by Owner"
2023,"SRK Infra, kongarakalan",Residential land / Plot in Adibatla,"2,502 sq.ft. (232 sq.m.) Plot Area","₹ 68.5 Lac₹ 2,738/sq.ft.",81,,"Posted on 11th Jul, 2021 by Owner"
2024,,Residential land / Plot in Jadcherla,900 sq.ft. (84 sq.m.) Plot Area,"₹ 68 Lac₹ 7,556/sq.ft.",81,,"Posted on 11th Jul, 2021 by Owner"
2025,"indigold 2,phase 1, building blocks",Residential land / Plot in Shad nagar,"1,323 sq.ft. (123 sq.m.) Plot Area","₹ 14.7 Lac₹ 1,111/sq.ft.",82,,"Posted on 11th Jul, 2021 by Owner"
2026,Suchitra circle ,Residential land / Plot in Alwal,150 sq.ft. (14 sq.m.) Plot Area,"₹ 1.13 Cr₹ 75,000/sq.ft.",82,,"Posted on 10th Jul, 2021 by Owner"
2027,Residential,Residential land / Plot in Shad nagar,"2,394 sq.ft. (222 sq.m.) Plot Area","₹ 31.2 Lac₹ 1,333/sq.ft.",82,,"Posted on 10th Jul, 2021 by Owner"
2028,TPS KRISHNA NAGAR ASSOCIATION,2 BHK Independent Builder Floor in TPS KRISHNA NAGAR CLY GODUMAKUNTA,"1,503 sq.ft. (140 sq.m.) Carpet Area","₹ 80 Lac₹ 5,323/sq.ft.",82,2 BHK2 Baths,"Posted on 10th Jul, 2021 by Owner"
2029,Asha apartment,"3 BHK Residential Apartment in Dilsukh Nagar, shalivahana Nagar","1,250 sq.ft. (116 sq.m.) Carpet Area","₹ 86 Lac₹ 6,880/sq.ft.",82,3 BHK2 Baths,"Posted on 10th Jul, 2021 by Owner"
2030,Basheer Azghar Arcade,3 BHK Residential Apartment in Brindavan Colony,"1,660 sq.ft. (154 sq.m.) Carpet Area","₹ 80 Lac₹ 4,819/sq.ft.",82,3 BHK2 Baths,"Posted on 10th Jul, 2021 by Owner"
2031,,Residential land / Plot in Madharam,"2,160 sq.ft. (201 sq.m.) Plot Area","₹ 60 Lac₹ 2,778/sq.ft.",82,,"Posted on 10th Jul, 2021 by Owner"
2032,Individual House ,3 Bedroom Independent House in Bod Uppal Hemanagar,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 2.5 Cr₹ 13,889/sq.ft.",82,3 BHK2 Baths,"Posted on 10th Jul, 2021 by Owner"
2033,,3 Bedroom Independent House in Chirag ali nagar,900 sq.ft. (84 sq.m.) Plot Area,"₹ 48 Lac₹ 5,333/sq.ft.",82,3 BHK2 Baths,"Posted on 10th Jul, 2021 by Owner"
2034,suhas projects,3 BHK Residential Apartment in kompally,"1,540 sq.ft. (143 sq.m.) Carpet Area","₹ 69.3 Lac₹ 4,500/sq.ft.",82,3 BHK3 Baths,"Posted on 10th Jul, 2021 by Owner"
2035,Sri Vaishnavi Apartment,3 BHK Residential Apartment in Ram Nagar Gundu,"1,750 sq.ft. (163 sq.m.) Super built-up Area","₹ 1.22 Cr₹ 6,971/sq.ft.",82,3 BHK3 Baths,"Posted on 10th Jul, 2021 by Owner"
2036,Gayatri Apartments,2 BHK Residential Apartment in Kavadiguda Parga Tools,850 sq.ft. (79 sq.m.) Super built-up Area,"₹ 36 Lac₹ 4,235/sq.ft.",82,2 BHK2 Baths,"Posted on 10th Jul, 2021 by Owner"
2037,KAROL BAGH COLONY,2 BHK Residential Apartment in Nanal Nagar,932 sq.ft. (87 sq.m.) Carpet Area,"₹ 52 Lac₹ 5,579/sq.ft.",82,2 BHK2 Baths,"Posted on 10th Jul, 2021 by Owner"
2038,,"Residential land / Plot in Balapur Air port road,Mallapur,Badangpet Municipality","1,350 sq.ft. (125 sq.m.) Plot Area","₹ 52.5 Lac₹ 3,889/sq.ft.",82,,"Posted on 09th Jul, 2021 by Owner"
2039,,Residential land / Plot in Ismailkhanpet,"3,600 sq.ft. (334 sq.m.) Plot Area","₹ 2 Cr₹ 5,556/sq.ft.",82,,"Posted on 09th Jul, 2021 by Owner"
2040,,Residential land / Plot in Shad nagar,"3,195 sq.ft. (297 sq.m.) Plot Area","₹ 35.5 Lac₹ 1,111/sq.ft.",82,,"Posted on 09th Jul, 2021 by Owner"
2041,Kanakadharas The Land Mark,2 BHK Residential Apartment in Kapra,"1,135 sq.ft. (105 sq.m.) Super built-up Area","₹ 50 Lac₹ 4,405/sq.ft.",82,2 BHK2 Baths,"Posted on 09th Jul, 2021 by Owner"
2042,,Residential land / Plot in Shad nagar,200 sq.ft. (19 sq.m.) Plot Area,"₹ 15 Lac₹ 7,500/sq.ft.",82,,"Posted on 09th Jul, 2021 by Owner"
2043,Prasanna Homes,3 BHK Residential Apartment in Sanjeev Nagar,"1,100 sq.ft. (102 sq.m.) Carpet Area","₹ 56 Lac₹ 5,090/sq.ft.",82,3 BHK2 Baths,"Posted on 09th Jul, 2021 by Owner"
2044,Sri Laxmi Nilyam,11 BHK Independent Builder Floor in Jagatgiri gutta,"1,440 sq.ft. (134 sq.m.) Super built-up Area","₹ 2.3 Cr₹ 15,972/sq.ft.",82,11 BHK11 Baths,"Posted on 09th Jul, 2021 by Owner"
2045,sri sai santhoshi welfare association,Residential land / Plot in Ameenpur,"2,700 sq.ft. (251 sq.m.) Plot Area","₹ 1.14 Cr₹ 4,222/sq.ft.",82,,"Posted on 08th Jul, 2021 by Owner"
2046,,3 BHK Independent Builder Floor in Chandanagar,"1,705 sq.ft. (158 sq.m.) Built-up Area","₹ 1.2 Cr₹ 7,038/sq.ft.",82,3 BHK3 Baths,"Posted on 08th Jul, 2021 by Owner"
2047,The Legend 2 Himayatnagar,1 BHK Independent Builder Floor in himayatnagar,876 sq.ft. (81 sq.m.) Super built-up Area,"₹ 65 Lac₹ 7,420/sq.ft.",82,1 BHK2 Baths,"Posted on 08th Jul, 2021 by Owner"
2048,,8 Bedroom Independent House in Venkateshwara Colony,"2,250 sq.ft. (209 sq.m.) Plot Area","₹ 2.75 Cr₹ 12,222/sq.ft.",82,8 BHK8 Baths,"Posted on 08th Jul, 2021 by Owner"
2049,,4 Bedroom Independent House in Indresham,"2,650 sq.ft. (246 sq.m.) Plot Area","₹ 2 Cr₹ 7,547/sq.ft.",82,4 BHK4 Baths,"Posted on 08th Jul, 2021 by Owner"
2050,,2 BHK Independent Builder Floor in Suraram,720 sq.ft. (67 sq.m.) Super built-up Area,"₹ 63 Lac₹ 7,222/sq.ft.",83,2 BHK1 Bath,"Posted on 08th Jul, 2021 by Owner"
2051,Nature Paradise,Residential land / Plot in Bhongir,800 sq.ft. (74 sq.m.) Plot Area,"₹ 12 Lac₹ 1,499/sq.ft.",83,,"Posted on 08th Jul, 2021 by Owner"
2052,,Residential land / Plot in Yacharam,"1,647 sq.ft. (153 sq.m.) Plot Area","₹ 25 Lac₹ 1,518/sq.ft.",83,,"Posted on 08th Jul, 2021 by Owner"
2053,,Residential land / Plot in Tatianaram,936 sq.ft. (87 sq.m.) Plot Area,"₹ 39 Lac₹ 4,166/sq.ft.",83,,"Posted on 08th Jul, 2021 by Owner"
2054,,6 Bedroom Independent House in Shapur Nagar,"1,080 sq.ft. (100 sq.m.) Plot Area","₹ 1.4 Cr₹ 12,963/sq.ft.",83,6 BHK6 Baths,"Posted on 08th Jul, 2021 by Owner"
2055,On Request,3 BHK Residential Apartment in Azampura,"1,400 sq.ft. (130 sq.m.) Super built-up Area","₹ 65 Lac₹ 4,642/sq.ft.",83,3 BHK2 Baths,"Posted on 08th Jul, 2021 by Owner"
2056,Sai Sankalpa Residency,2 BHK Independent Builder Floor in Nagaram,"20,700 sq.ft. (1923 sq.m.) Super built-up Area",₹ 1.05 Cr₹ 507/sq.ft.,83,2 BHK2 Baths,"Posted on 08th Jul, 2021 by Owner"
2057,,Residential land / Plot in Alwal,675 sq.ft. (63 sq.m.) Plot Area,"₹ 35 Lac₹ 5,185/sq.ft.",83,,"Posted on 08th Jul, 2021 by Owner"
2058,,4 BHK Independent Builder Floor in Srinagar Colony,"5,222 sq.ft. (485 sq.m.) Super built-up Area","₹ 6.25 Cr₹ 11,968/sq.ft.",83,4 BHK4 Baths,"Posted on 08th Jul, 2021 by Owner"
2059,,8 Bedroom Independent House in Langer House,"4,050 sq.ft. (376 sq.m.) Plot Area","₹ 3.5 Cr₹ 8,642/sq.ft.",83,8 BHK6 Baths,"Posted on 08th Jul, 2021 by Owner"
2060,,Residential land / Plot in Lingojgauda,200 sq.ft. (19 sq.m.) Plot Area,"₹ 12 Lac₹ 6,000/sq.ft.",83,,"Posted on 08th Jul, 2021 by Owner"
2061,Googee Pharma Hills,Residential land / Plot in Yacharam,"1,800-3,600 sq.ft. (167-334 sq.m.) Plot Area",₹ 21.01  - 40 Lac,83,,"Posted on 08th Jul, 2021 by Dealer"
2062,,1 Bedroom Independent House in Teegala Guda,"4,050 sq.ft. (376 sq.m.) Plot Area","₹ 3.5 Cr₹ 8,642/sq.ft.",83,1 BHK1 Bath,"Posted on 08th Jul, 2021 by Owner"
2063,sri mahalakshmi residency ,3 BHK Residential Apartment in Janachaitanya Colony,"1,552 sq.ft. (144 sq.m.) Carpet Area","₹ 80 Lac₹ 5,154/sq.ft.",83,3 BHK3 Baths,"Posted on 08th Jul, 2021 by Owner"
2064,,Residential land / Plot in Yacharam,"1,800 sq.ft. (167 sq.m.) Plot Area",₹ 15.3 Lac₹ 850/sq.ft.,83,,"Posted on 08th Jul, 2021 by Owner"
2065,sai nilayam KGR colony,"2 BHK Residential Apartment in ameenpur, lingampally","1,050 sq.ft. (98 sq.m.) Super built-up Area","₹ 47 Lac₹ 4,476/sq.ft.",83,2 BHK2 Baths,"Posted on 07th Jul, 2021 by Owner"
2066,saleem archad,3 BHK Residential Apartment in Pasha Colony,"1,256 sq.ft. (117 sq.m.) Super built-up Area","₹ 56 Lac₹ 4,458/sq.ft.",83,3 BHK2 Baths,"Posted on 07th Jul, 2021 by Owner"
2067,Srujanas Dream City,2 BHK Residential Apartment in Isnapur,854 sq.ft. (79 sq.m.) Carpet Area,"₹ 38.45 Lac₹ 4,502/sq.ft.",83,2 BHK2 Baths,"Posted on 07th Jul, 2021 by Owner"
2068,Srujanas Executive Park,2 BHK Residential Apartment in Isnapur,"1,068 sq.ft. (99 sq.m.) Super built-up Area","₹ 37 Lac₹ 3,464/sq.ft.",83,2 BHK2 Baths,"Posted on 07th Jul, 2021 by Owner"
2069,,"3 Bedroom Independent House in Sainathapuram, Dr A S Rao Nagar",240 sq.ft. (22 sq.m.) Plot Area,"₹ 2.75 Cr₹ 114,583/sq.ft.",83,3 BHK3 Baths,"Posted on 07th Jul, 2021 by Owner"
2070,Balapur,2 BHK Residential Apartment in Habeeb Colony,900 sq.ft. (84 sq.m.) Carpet Area,"₹ 52 Lac₹ 5,778/sq.ft.",83,2 BHK2 Baths,"Posted on 07th Jul, 2021 by Owner"
2071,,3 Bedroom Independent House in Jawahar nagar,"1,143 sq.ft. (106 sq.m.) Plot Area","₹ 1.27 Cr₹ 11,111/sq.ft.",83,3 BHK3 Baths,"Posted on 07th Jul, 2021 by Owner"
2072,"Rayancha avenue, peerzadiguda",3 Bedroom Independent House in rayancha,"1,980 sq.ft. (184 sq.m.) Plot Area","₹ 1.2 Cr₹ 6,061/sq.ft.",83,3 BHK4 Baths,"Posted on 07th Jul, 2021 by Owner"
